Order_ID,Order_Date,Ship_Date,Shipping_Days,Shipping_Mode,Customer_ID,Customer_Name,Customer_Segment,City,State,Region,Category,Product_Name,Quantity,MRP,Discount_Pct,Selling_Price,Sales,Profit,Profit_Margin_Pct,Payment_Mode,Return_Status
ORD-2024-14826,03-01-2024,04-01-2024,1,Express,CUST8452,Ananya Bose,Small Business,Gurgaon,Haryana,North,Beauty & Personal Care,Body Lotion 400ml,2,247.73,0.14,213.05,426.1,147,34.5,Debit Card,Not Returned
ORD-2024-10606,04-01-2024,07-01-2024,3,Express,CUST5590,Sunita Reddy,Corporate,Gurgaon,Haryana,North,Home & Kitchen,Electric Kettle,1,965.42,0.18,791.64,791.64,159.91,20.2,UPI,Not Returned
ORD-2024-11138,04-01-2024,12-01-2024,8,Economy,CUST3261,Rahul Verma,Corporate,Mumbai,Maharashtra,West,Sports & Fitness,Running Shoes,2,1969.96,0.11,1753.26,3506.52,1006.37,28.7,UPI,Not Returned
ORD-2024-11183,04-01-2024,06-01-2024,2,Express,CUST2003,Deepak Patel,Consumer,Mumbai,Maharashtra,West,Electronics,Bluetooth Speaker,5,2984.95,0.09,2716.3,13581.5,2159.46,15.9,UPI,Not Returned
ORD-2024-11219,04-01-2024,05-01-2024,1,Express,CUST1970,Preeti Bose,Consumer,Lucknow,Uttar Pradesh,North,Home & Kitchen,Mattress Protector,1,634.5,0.13,552.01,552.01,143.52,26,Debit Card,Not Returned
ORD-2024-11855,04-01-2024,12-01-2024,8,Economy,CUST1823,Manish Gupta,Consumer,Bengaluru,Karnataka,South,Beauty & Personal Care,Body Lotion 400ml,1,337.97,0.14,290.65,290.65,92.14,31.7,UPI,Not Returned
ORD-2024-12180,04-01-2024,05-01-2024,1,Express,CUST8302,Nikhil Tiwari,Corporate,Bengaluru,Karnataka,South,Beauty & Personal Care,Beard Grooming Kit,1,1392.16,0.2,1113.73,1113.73,335.23,30.1,Net Banking,Returned
ORD-2024-12364,04-01-2024,09-01-2024,5,Standard,CUST6944,Pooja Bose,Consumer,Ahmedabad,Gujarat,West,Grocery,Desi Ghee 1L,4,577.77,0.09,525.77,2103.08,262.88,12.5,Net Banking,Not Returned
ORD-2024-12367,04-01-2024,11-01-2024,7,Economy,CUST4878,Sunita Rao,Small Business,Hyderabad,Telangana,South,Clothing,Winter Jacket,4,2148.69,0.19,1740.44,6961.76,1949.29,28,Debit Card,Not Returned
ORD-2024-12964,04-01-2024,07-01-2024,3,Express,CUST2668,Anjali Rao,Home Office,Ahmedabad,Gujarat,West,Clothing,Men's Formal Shirt,2,1794.73,0.17,1489.63,2979.26,852.07,28.6,UPI,Not Returned
ORD-2024-13373,04-01-2024,06-01-2024,2,Express,CUST3397,Meena Kumar,Consumer,Bhubaneswar,Odisha,East,Grocery,Organic Honey 500g,3,484.44,0.09,440.84,1322.52,152.09,11.5,Net Banking,Not Returned
ORD-2024-13445,04-01-2024,14-01-2024,10,Economy,CUST4917,Meena Pillai,Corporate,Surat,Gujarat,West,Home & Kitchen,Water Purifier Filter,4,1167.94,0.13,1016.11,4064.44,999.85,24.6,UPI,Returned
ORD-2024-13488,04-01-2024,09-01-2024,5,Standard,CUST4639,Suresh Verma,Small Business,Indore,Madhya Pradesh,Central,Home & Kitchen,Stainless Steel Bottle,1,536.27,0.14,461.19,461.19,85.32,18.5,Debit Card,Not Returned
ORD-2024-13605,04-01-2024,05-01-2024,1,Express,CUST3578,Neha Verma,Corporate,Surat,Gujarat,West,Beauty & Personal Care,Electric Face Cleanser,1,1152.45,0.14,991.11,991.11,380.59,38.4,Cash on Delivery,Not Returned
ORD-2024-13733,04-01-2024,04-01-2024,0,Same Day,CUST3469,Aarav Chopra,Consumer,Chennai,Tamil Nadu,South,Grocery,Desi Ghee 1L,1,721.2,0.09,656.29,656.29,71.54,10.9,Credit Card,Returned
ORD-2024-13869,04-01-2024,11-01-2024,7,Standard,CUST8439,Anjali Joshi,Home Office,Delhi,Delhi,North,Grocery,Premium Green Tea,2,329.83,0.08,303.44,606.88,53.41,8.8,Credit Card,Not Returned
ORD-2024-13945,04-01-2024,10-01-2024,6,Standard,CUST1429,Rahul Bose,Small Business,Noida,Uttar Pradesh,North,Clothing,Men's Formal Shirt,1,821.5,0.19,665.42,665.42,142.4,21.4,UPI,Not Returned
ORD-2024-14125,04-01-2024,11-01-2024,7,Standard,CUST7851,Pooja Chopra,Consumer,Bhubaneswar,Odisha,East,Grocery,Cold Pressed Olive Oil,1,1070.19,0.05,1016.68,1016.68,145.39,14.3,Credit Card,Returned
ORD-2024-14171,04-01-2024,16-01-2024,12,Economy,CUST4873,Shreya Rao,Corporate,Delhi,Delhi,North,Home & Kitchen,Air Fryer 4L,1,5786.35,0.18,4744.81,4744.81,882.53,18.6,UPI,Not Returned
ORD-2024-10343,05-01-2024,08-01-2024,3,Express,CUST9824,Kiran Singh,Consumer,Delhi,Delhi,North,Sports & Fitness,Foam Roller,1,971.18,0.13,844.93,844.93,156.31,18.5,Credit Card,Not Returned
ORD-2024-10446,05-01-2024,08-01-2024,3,Express,CUST5978,Kavya Mehta,Consumer,Surat,Gujarat,West,Home & Kitchen,Stainless Steel Bottle,1,616.96,0.13,536.76,536.76,99.84,18.6,UPI,Not Returned
ORD-2024-10697,05-01-2024,06-01-2024,1,Express,CUST6415,Arjun Bose,Home Office,Guwahati,Assam,Northeast,Grocery,Protein Granola,1,418.17,0.03,405.62,405.62,40.97,10.1,Credit Card,Not Returned
ORD-2024-10832,05-01-2024,09-01-2024,4,Standard,CUST2406,Manish Joshi,Consumer,Nagpur,Maharashtra,Central,Grocery,Basmati Rice 5kg,2,637.76,0.1,573.98,1147.96,71.17,6.2,UPI,Not Returned
ORD-2024-10891,05-01-2024,11-01-2024,6,Standard,CUST4638,Sanjay Mehta,Consumer,Kochi,Kerala,South,Beauty & Personal Care,Electric Face Cleanser,4,917.58,0.18,752.42,3009.68,999.21,33.2,Credit Card,Not Returned
ORD-2024-11363,05-01-2024,10-01-2024,5,Standard,CUST8760,Shreya Pillai,Consumer,Ahmedabad,Gujarat,West,Grocery,Cold Pressed Olive Oil,2,962.79,0.07,895.39,1790.78,171.91,9.6,Debit Card,Not Returned
ORD-2024-11365,05-01-2024,08-01-2024,3,Express,CUST7278,Kavya Sharma,Consumer,Surat,Gujarat,West,Beauty & Personal Care,Hair Growth Oil,4,597.21,0.19,483.74,1934.96,667.56,34.5,Cash on Delivery,Not Returned
ORD-2024-12034,05-01-2024,10-01-2024,5,Standard,CUST1400,Meena Nair,Home Office,Kolkata,West Bengal,East,Clothing,Denim Jeans,1,2452.33,0.23,1888.29,1888.29,328.56,17.4,Net Banking,Returned
ORD-2024-12488,05-01-2024,11-01-2024,6,Standard,CUST4950,Nisha Sinha,Consumer,Delhi,Delhi,North,Grocery,Organic Honey 500g,2,526.29,0.05,499.98,999.96,65,6.5,Net Banking,Not Returned
ORD-2024-12914,05-01-2024,12-01-2024,7,Standard,CUST3160,Aarav Mishra,Consumer,Bhopal,Madhya Pradesh,Central,Electronics,Wireless Earbuds,2,1551.77,0.13,1350.04,2700.08,189.01,7,Credit Card,Not Returned
ORD-2024-13041,05-01-2024,16-01-2024,11,Economy,CUST3587,Neha Tiwari,Home Office,Ahmedabad,Gujarat,West,Clothing,Sports T-Shirt,1,738.23,0.21,583.2,583.2,124.22,21.3,Credit Card,Not Returned
ORD-2024-13108,05-01-2024,11-01-2024,6,Economy,CUST6410,Lata Reddy,Corporate,Pune,Maharashtra,West,Clothing,Sports T-Shirt,1,555.83,0.19,450.22,450.22,96.8,21.5,Cash on Delivery,Not Returned
ORD-2024-13247,05-01-2024,08-01-2024,3,Express,CUST1405,Kavya Kumar,Small Business,Lucknow,Uttar Pradesh,North,Clothing,Winter Jacket,1,3206.56,0.19,2597.31,2597.31,755.82,29.1,EMI,Not Returned
ORD-2024-13305,05-01-2024,12-01-2024,7,Economy,CUST2210,Rohit Singh,Consumer,Kolkata,West Bengal,East,Grocery,Basmati Rice 5kg,1,695.28,0.07,646.61,646.61,31.04,4.8,UPI,Not Returned
ORD-2024-13711,05-01-2024,17-01-2024,12,Economy,CUST7653,Priya Kumar,Consumer,Bengaluru,Karnataka,South,Home & Kitchen,Bedsheet Set King,2,819.57,0.15,696.63,1393.26,298.16,21.4,Credit Card,Returned
ORD-2024-13848,05-01-2024,12-01-2024,7,Standard,CUST8340,Sneha Chopra,Consumer,Ahmedabad,Gujarat,West,Electronics,Gaming Mouse,1,1680.41,0.11,1495.56,1495.56,161.52,10.8,Net Banking,Not Returned
ORD-2024-14153,05-01-2024,08-01-2024,3,Express,CUST7392,Preeti Mishra,Home Office,Bhopal,Madhya Pradesh,Central,Electronics,Wireless Earbuds,2,3117.09,0.13,2711.87,5423.74,612.88,11.3,UPI,Returned
ORD-2024-14329,05-01-2024,11-01-2024,6,Standard,CUST4751,Sunita Malhotra,Consumer,Ahmedabad,Gujarat,West,Electronics,Smartwatch,3,10133.9,0.11,9019.17,27057.51,3138.67,11.6,UPI,Not Returned
ORD-2024-14372,05-01-2024,05-01-2024,0,Same Day,CUST5298,Kavya Shah,Consumer,Guwahati,Assam,Northeast,Electronics,Laptop Stand,4,1531.21,0.14,1316.84,5267.36,452.99,8.6,Credit Card,Returned
ORD-2024-14602,05-01-2024,08-01-2024,3,Express,CUST5604,Shreya Das,Consumer,Chennai,Tamil Nadu,South,Home & Kitchen,Stainless Steel Bottle,1,573.86,0.13,499.26,499.26,106.84,21.4,Net Banking,Returned
ORD-2024-10898,06-01-2024,10-01-2024,4,Standard,CUST6939,Vikram Shah,Corporate,Pune,Maharashtra,West,Grocery,Basmati Rice 5kg,3,600,0.04,576,1728,183.17,10.6,Debit Card,Not Returned
ORD-2024-11014,06-01-2024,06-01-2024,0,Same Day,CUST4673,Rahul Pillai,Corporate,Gurgaon,Haryana,North,Grocery,Cold Pressed Olive Oil,1,594.57,0.1,535.11,535.11,26.22,4.9,UPI,Not Returned
ORD-2024-11118,06-01-2024,06-01-2024,0,Same Day,CUST1392,Sonal Joshi,Consumer,Surat,Gujarat,West,Clothing,Denim Jeans,1,2252.71,0.21,1779.64,1779.64,389.74,21.9,Net Banking,Returned
ORD-2024-11778,06-01-2024,11-01-2024,5,Standard,CUST7190,Sonal Sinha,Consumer,Indore,Madhya Pradesh,Central,Grocery,Basmati Rice 5kg,2,539.2,0.06,506.85,1013.7,120.63,11.9,Credit Card,Not Returned
ORD-2024-12642,06-01-2024,06-01-2024,0,Same Day,CUST1031,Ananya Das,Corporate,Bengaluru,Karnataka,South,Grocery,Mixed Dry Fruits 500g,2,794.1,0.11,706.75,1413.5,65.02,4.6,Credit Card,Not Returned
ORD-2024-12785,06-01-2024,17-01-2024,11,Economy,CUST2779,Ananya Sinha,Home Office,Gurgaon,Haryana,North,Home & Kitchen,Water Purifier Filter,2,1115.45,0.12,981.6,1963.2,349.45,17.8,UPI,Not Returned
ORD-2024-12886,06-01-2024,17-01-2024,11,Economy,CUST8714,Gaurav Nair,Consumer,Delhi,Delhi,North,Home & Kitchen,Air Fryer 4L,1,6714.39,0.15,5707.23,5707.23,873.21,15.3,UPI,Not Returned
ORD-2024-13365,06-01-2024,11-01-2024,5,Standard,CUST8357,Shreya Rao,Home Office,Chennai,Tamil Nadu,South,Grocery,Organic Honey 500g,1,353.83,0.07,329.06,329.06,25.01,7.6,Cash on Delivery,Not Returned
ORD-2024-13554,06-01-2024,11-01-2024,5,Standard,CUST3794,Rohit Chopra,Corporate,Delhi,Delhi,North,Clothing,Sports T-Shirt,2,883.71,0.16,742.32,1484.64,461.72,31.1,Cash on Delivery,Not Returned
ORD-2024-13698,06-01-2024,12-01-2024,6,Standard,CUST8599,Sneha Das,Home Office,Indore,Madhya Pradesh,Central,Clothing,Winter Jacket,3,4178.18,0.19,3384.33,10152.99,2660.08,26.2,Cash on Delivery,Not Returned
ORD-2024-13723,06-01-2024,06-01-2024,0,Same Day,CUST2396,Manish Pandey,Small Business,Bengaluru,Karnataka,South,Beauty & Personal Care,Beard Grooming Kit,1,630.79,0.14,542.48,542.48,195.84,36.1,EMI,Not Returned
ORD-2024-14025,06-01-2024,06-01-2024,0,Same Day,CUST4314,Neha Pandey,Consumer,Kochi,Kerala,South,Clothing,Denim Jeans,1,2499.65,0.15,2124.7,2124.7,569.42,26.8,Cash on Delivery,Returned
ORD-2024-14296,06-01-2024,06-01-2024,0,Same Day,CUST7464,Meena Pillai,Consumer,Gurgaon,Haryana,North,Grocery,Basmati Rice 5kg,2,459.36,0.03,445.58,891.16,68.62,7.7,EMI,Not Returned
ORD-2024-14339,06-01-2024,11-01-2024,5,Standard,CUST4818,Divya Singh,Home Office,Delhi,Delhi,North,Clothing,Ethnic Saree,2,778.96,0.23,599.8,1199.6,297.5,24.8,Credit Card,Not Returned
ORD-2024-14381,06-01-2024,08-01-2024,2,Express,CUST2663,Rohit Saxena,Small Business,Bengaluru,Karnataka,South,Beauty & Personal Care,Vitamin C Serum,1,754.73,0.19,611.33,611.33,166.28,27.2,Debit Card,Exchanged
ORD-2024-14750,06-01-2024,07-01-2024,1,Express,CUST1810,Amit Chopra,Corporate,Nagpur,Maharashtra,Central,Clothing,Hoodie,3,1834.77,0.16,1541.21,4623.63,1211.39,26.2,Net Banking,Not Returned
ORD-2024-14961,06-01-2024,10-01-2024,4,Standard,CUST4411,Meena Rao,Small Business,Patna,Bihar,East,Grocery,Mixed Dry Fruits 500g,1,665.45,0.07,618.87,618.87,65.6,10.6,Credit Card,Not Returned
ORD-2024-11133,07-01-2024,14-01-2024,7,Standard,CUST6597,Meena Das,Small Business,Gurgaon,Haryana,North,Electronics,Smart TV 43 inch,1,31554.29,0.14,27136.69,27136.69,3256.4,12,Net Banking,Not Returned
ORD-2024-11601,07-01-2024,07-01-2024,0,Same Day,CUST5460,Arjun Bose,Corporate,Kochi,Kerala,South,Sports & Fitness,Dumbbell Set 10kg,3,2432.43,0.14,2091.89,6275.67,1719.53,27.4,UPI,Not Returned
ORD-2024-12046,07-01-2024,15-01-2024,8,Economy,CUST9552,Divya Malhotra,Consumer,Bengaluru,Karnataka,South,Electronics,Portable Charger,5,835.29,0.14,718.35,3591.75,265.79,7.4,Credit Card,Not Returned
ORD-2024-13326,07-01-2024,10-01-2024,3,Express,CUST3070,Preeti Mehta,Corporate,Gurgaon,Haryana,North,Clothing,Women's Kurti,1,1071.02,0.23,824.69,824.69,210.3,25.5,Credit Card,Not Returned
ORD-2024-13764,07-01-2024,15-01-2024,8,Economy,CUST5557,Divya Bose,Consumer,Delhi,Delhi,North,Electronics,Laptop Stand,1,1705.01,0.12,1500.41,1500.41,127.53,8.5,EMI,Not Returned
ORD-2024-13980,07-01-2024,11-01-2024,4,Standard,CUST3563,Neha Chopra,Corporate,Ahmedabad,Gujarat,West,Home & Kitchen,Air Fryer 4L,3,4538.16,0.19,3675.91,11027.73,2172.46,19.7,UPI,Not Returned
ORD-2024-14164,07-01-2024,08-01-2024,1,Express,CUST9665,Meena Chopra,Consumer,Lucknow,Uttar Pradesh,North,Clothing,Kids Frock,3,802.72,0.23,618.09,1854.27,498.8,26.9,UPI,Returned
ORD-2024-14974,07-01-2024,19-01-2024,12,Economy,CUST8373,Rajesh Mehta,Home Office,Ahmedabad,Gujarat,West,Clothing,Winter Jacket,2,1750.66,0.17,1453.05,2906.1,781.74,26.9,Cash on Delivery,Exchanged
ORD-2024-10653,08-01-2024,14-01-2024,6,Standard,CUST9786,Kiran Tiwari,Consumer,Delhi,Delhi,North,Home & Kitchen,Stainless Steel Bottle,1,397.25,0.18,325.75,325.75,47.89,14.7,Cash on Delivery,Not Returned
ORD-2024-10958,08-01-2024,12-01-2024,4,Standard,CUST1967,Manish Shah,Home Office,Indore,Madhya Pradesh,Central,Electronics,Laptop Stand,1,1608.68,0.17,1335.2,1335.2,137.53,10.3,Cash on Delivery,Not Returned
ORD-2024-12795,08-01-2024,10-01-2024,2,Express,CUST3159,Rahul Pillai,Corporate,Indore,Madhya Pradesh,Central,Beauty & Personal Care,Face Wash Combo,1,302.84,0.19,245.3,245.3,86.1,35.1,UPI,Not Returned
ORD-2024-12844,08-01-2024,14-01-2024,6,Standard,CUST8058,Lata Bose,Home Office,Raipur,Chhattisgarh,Central,Grocery,Desi Ghee 1L,5,704.82,0.05,669.58,3347.9,217.61,6.5,Debit Card,Not Returned
ORD-2024-13555,08-01-2024,13-01-2024,5,Standard,CUST3267,Rahul Chopra,Consumer,Delhi,Delhi,North,Home & Kitchen,Stainless Steel Bottle,1,319.23,0.16,268.15,268.15,60.33,22.5,Net Banking,Not Returned
ORD-2024-14160,08-01-2024,15-01-2024,7,Standard,CUST4530,Manish Kumar,Consumer,Shillong,Meghalaya,Northeast,Home & Kitchen,LED Desk Lamp,4,751.74,0.15,638.98,2555.92,429.39,16.8,UPI,Not Returned
ORD-2024-14635,08-01-2024,15-01-2024,7,Standard,CUST1627,Sunita Saxena,Consumer,Nagpur,Maharashtra,Central,Clothing,Ethnic Saree,4,2128.68,0.16,1788.09,7152.36,1573.52,22,EMI,Not Returned
ORD-2024-14829,08-01-2024,13-01-2024,5,Standard,CUST3353,Ananya Agarwal,Consumer,Kochi,Kerala,South,Home & Kitchen,Electric Kettle,3,936.54,0.11,833.52,2500.56,672.65,26.9,UPI,Not Returned
ORD-2024-10353,09-01-2024,09-01-2024,0,Same Day,CUST7627,Kiran Nair,Consumer,Shillong,Meghalaya,Northeast,Clothing,Ethnic Saree,1,2660.83,0.19,2155.27,2155.27,538.82,25,Credit Card,Not Returned
ORD-2024-10979,09-01-2024,11-01-2024,2,Express,CUST3425,Aarav Gupta,Consumer,Ahmedabad,Gujarat,West,Electronics,Smartwatch,2,7316.9,0.17,6073.03,12146.06,607.3,5,UPI,Not Returned
ORD-2024-11208,09-01-2024,14-01-2024,5,Standard,CUST9393,Riya Saxena,Corporate,Delhi,Delhi,North,Home & Kitchen,Bedsheet Set King,1,1362.1,0.16,1144.16,1144.16,279.18,24.4,Debit Card,Not Returned
ORD-2024-11288,09-01-2024,11-01-2024,2,Express,CUST6402,Suresh Agarwal,Corporate,Hyderabad,Telangana,South,Clothing,Ethnic Saree,1,3026.66,0.19,2451.59,2451.59,536.9,21.9,Credit Card,Not Returned
ORD-2024-11308,09-01-2024,11-01-2024,2,Express,CUST6015,Shreya Iyer,Consumer,Chennai,Tamil Nadu,South,Home & Kitchen,LED Desk Lamp,1,790.04,0.12,695.24,695.24,180.76,26,UPI,Not Returned
ORD-2024-11320,09-01-2024,09-01-2024,0,Same Day,CUST4872,Rohit Mehta,Consumer,Gurgaon,Haryana,North,Beauty & Personal Care,Body Lotion 400ml,2,576.7,0.18,472.89,945.78,313.05,33.1,UPI,Not Returned
ORD-2024-11501,09-01-2024,14-01-2024,5,Standard,CUST4879,Shreya Patel,Home Office,Ahmedabad,Gujarat,West,Sports & Fitness,Gym Gloves,3,406.08,0.08,373.59,1120.77,314.94,28.1,Credit Card,Not Returned
ORD-2024-12109,09-01-2024,15-01-2024,6,Standard,CUST7024,Sanjay Sinha,Small Business,Chennai,Tamil Nadu,South,Home & Kitchen,Air Fryer 4L,1,7282.37,0.17,6044.37,6044.37,1069.85,17.7,Net Banking,Returned
ORD-2024-13655,09-01-2024,16-01-2024,7,Standard,CUST8758,Nisha Sharma,Consumer,Delhi,Delhi,North,Grocery,Desi Ghee 1L,4,762.26,0.04,731.77,2927.08,283.93,9.7,Credit Card,Not Returned
ORD-2024-14099,09-01-2024,11-01-2024,2,Express,CUST3397,Shreya Shah,Corporate,Nagpur,Maharashtra,Central,Grocery,Mixed Dry Fruits 500g,1,761.24,0.1,685.12,685.12,39.05,5.7,Cash on Delivery,Not Returned
ORD-2024-14228,09-01-2024,21-01-2024,12,Economy,CUST3021,Divya Iyer,Corporate,Agartala,Tripura,Northeast,Electronics,Wireless Earbuds,1,3181.28,0.11,2831.34,2831.34,447.35,15.8,Cash on Delivery,Not Returned
ORD-2024-14904,09-01-2024,16-01-2024,7,Standard,CUST1472,Sunita Shah,Home Office,Bengaluru,Karnataka,South,Electronics,Smartwatch,1,10524.87,0.13,9156.64,9156.64,613.49,6.7,UPI,Not Returned
ORD-2024-10735,10-01-2024,16-01-2024,6,Standard,CUST5951,Nikhil Verma,Consumer,Surat,Gujarat,West,Home & Kitchen,LED Desk Lamp,1,703.06,0.12,618.69,618.69,160.24,25.9,Cash on Delivery,Not Returned
ORD-2024-11409,10-01-2024,12-01-2024,2,Express,CUST8540,Pooja Bose,Small Business,Kochi,Kerala,South,Grocery,Premium Green Tea,1,452.3,0.09,411.59,411.59,28.81,7,Debit Card,Not Returned
ORD-2024-12531,10-01-2024,16-01-2024,6,Standard,CUST9187,Divya Reddy,Consumer,Pune,Maharashtra,West,Electronics,Portable Charger,1,2452.57,0.16,2060.16,2060.16,263.7,12.8,UPI,Returned
